date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2020-12-21,2.32708333333333,269.270833333333,81.8958333333333,NA,85.5,10.1270833333333,16.1,6.7,0,52,29821,1.74373763455283,0.77,0.48,23.38,27.46,62.96,15.88,2.29
2020-12-22,2.70833333333333,256.25,83.7083333333333,NA,94.875,10.3145833333333,16.3,6.8,0,39,25924,1.50439746952631,0.79,0.45,12.12,24.75,43.08,27.88,2.12
2020-12-23,2.64791666666667,259.3125,90.25,NA,61.4375,10.8166666666667,16.4,7.6,0,45,23857,1.88623883975353,0.67,0.38,7.75,21,32.79,32.21,2.04
2020-12-24,1.69791666666667,275.645833333333,81.625,NA,34.8958333333333,10.8333333333333,14.9,6.4,0.1,26,13802,1.88378495870164,0.61,0.25,1.33,5.88,8.08,61.5,2
2020-12-25,3.69375,307.854166666667,48.1458333333333,NA,91.0208333333333,8.45208333333333,13,6,0,10,7739,1.29215660938106,0.67,0.35,2.38,11.08,14.58,63.08,2
2020-12-26,2.70625,292.895833333333,44.0625,NA,102.270833333333,6.78125,14.8,1.6,0,12,6330,1.8957345971564,0.67,0.38,3.08,14.88,19.5,54.21,2.17
2020-12-27,3.13333333333333,286.041666666667,63.3125,NA,59.5833333333333,5.95833333333333,11,2.3,0,6,4334,1.38440239963083,0.6,0.3,1.58,6.04,8.46,70.58,2
2020-12-28,4.1625,270.729166666667,51.6458333333333,NA,100.9375,9.67916666666667,13.1,4.2,0,84,40957,2.05093146470689,0.6,0.3,1.75,6.67,9.38,66.38,2
2020-12-29,3.95833333333333,274.645833333333,50.5625,NA,113.958333333333,9.71458333333333,14.2,5.8,0,64,34495,1.85534135381939,0.6,0.32,1.96,7.79,10.67,66.17,2
2020-12-30,4.0375,297.916666666667,56.6666666666667,NA,97.2291666666667,8.425,12.8,3.8,0,39,23196,1.68132436627005,0.6,0.4,6.54,18.21,28,49.67,2.25
2020-12-31,2.07916666666667,264.208333333333,67.4375,NA,96.5416666666667,7.71041666666667,14.1,1.3,0,48,26441,1.81536250520026,0.68,0.49,3.71,17.21,22.58,42.42,2.04
2021-01-01,2.31666666666667,301.479166666667,76.2083333333333,NA,16.1666666666667,6.66666666666667,8.6,3.3,4.2,9,8001,1.12485939257593,0.62,0.44,2.96,13.5,17.75,46.75,2
2021-01-02,2.75625,298.041666666667,66.3125,NA,73.6875,5.24583333333333,9.4,0.8,0,17,10077,1.68701002282425,0.7,0.49,2.96,14.29,18.75,49.62,2
2021-01-03,2.79166666666667,289.520833333333,54.625,NA,98.375,4.94375,9.6,1.4,0,18,11343,1.58688177730759,0.68,0.53,12.12,24.88,43.38,36.38,2.33
2021-01-04,2.225,288.729166666667,69.125,NA,98.7708333333333,3.36666666666667,11.2,-1.9,0,88,44986,1.95616413995465,0.68,0.54,6.88,23.71,34.04,37.04,2.5
2021-01-05,2.56875,276.979166666667,70.7916666666667,NA,84.5208333333333,3.8625,10,0.3,0,55,29898,1.83958793230316,0.72,0.57,4.83,17.42,24.42,39.25,2.5
2021-01-06,2.97291666666667,283.1875,67.7083333333333,NA,96.3958333333333,3.8375,10.5,-0.2,0,9,6799,1.32372407707016,0.71,0.6,8.08,30.04,42.25,27.08,2.62
2021-01-07,2.325,258.979166666667,68.6875,NA,35.4166666666667,4.71041666666667,7.8,2.1,0.5,54,29505,1.83019827147941,0.68,0.6,5.96,24.17,33.21,27.04,2.5
2021-01-08,2.93125,275.0625,63.25,NA,60.4375,4.4,7.6,1.6,0,68,32673,2.08122914945062,0.6,0.55,1.92,11.79,14.67,64.67,2.17
2021-01-09,4.17708333333333,91.875,76.1666666666667,NA,13.2708333333333,6.39375,8.3,2.7,26,21,14041,1.4956199700876,0.65,0.58,2.38,12.83,16.42,53.58,2.04
2021-01-10,2.67916666666667,225.604166666667,78.3958333333333,NA,14.8333333333333,6.675,8.3,4.8,5.8,10,7584,1.31856540084388,0.6,0.56,3.21,11.83,16.83,50.42,2
2021-01-11,3.69375,310.75,69.4791666666667,NA,105.104166666667,4.77291666666667,8.4,2.4,0,111,50605,2.19345914435333,0.6,0.57,5.83,20.58,29.46,56.12,2.25
2021-01-12,4.59375,311.979166666667,61.5,NA,111.1875,4.17916666666667,8.9,1.8,0,72,33848,2.12715670054361,0.61,0.59,6.79,18.33,28.54,51.88,2.42
2021-01-13,4.49791666666667,304.854166666667,67.5416666666667,NA,110.3125,6.56458333333333,11.3,2.6,0,60,31118,1.92814448229321,0.6,0.49,4.19,17.38,23.86,46.91,2.25
2021-01-14,4.28541666666667,306.4375,71.125,NA,114.604166666667,6.49791666666667,10.5,4.3,0,56,28528,1.96298373527762,0.72,0.48,12.83,30.75,50.12,28.38,3.14
2021-01-15,3.20625,267.166666666667,73.8125,NA,76.7083333333333,6.6125,13.4,3.1,0,65,35116,1.85100808748149,0.68,0.48,5.42,23.5,31.38,41,3.92
2021-01-16,2.875,294,66.5833333333333,NA,110.875,7.28333333333333,13.8,3.2,0,9,6558,1.37236962488564,0.88,0.55,6.08,24.88,34.21,31.67,3.88
2021-01-17,2.23541666666667,277.229166666667,65.2291666666667,NA,112.541666666667,8.61875,17,3.6,0,8,5219,1.53286070128377,1,0.69,35.46,38.54,92.83,19.67,4.33
2021-01-18,2.06041666666667,269.166666666667,81.3541666666667,NA,49.0833333333333,8.47291666666667,12.7,5.4,0,83,42085,1.9721991208269,0.83,0.57,36.75,30.75,86.58,38.54,4.12
2021-01-19,3.23,281.475,81.5625,NA,111.5625,8.31041666666667,15.5,3.4,0,66,36865,1.79031601790316,0.76,0.49,20.75,26.79,58.17,44.88,3.75
2021-01-20,2.3,244.625,82.6041666666667,NA,46.25,9.42083333333333,13.7,6.2,0,62,29925,2.0718462823726,0.77,0.47,13.87,34,55.17,28.7,3.91
2021-01-21,2.91041666666667,269.854166666667,78.3333333333333,NA,94.2291666666667,10.3541666666667,16.9,4.5,0,47,25525,1.84133202742409,0.61,0.32,1.71,8.04,10.46,68.88,3.17
2021-01-22,5.07916666666667,272.270833333333,62.1458333333333,NA,60.6458333333333,12.0895833333333,15.8,8.4,5.5,54,27650,1.95298372513562,0.61,0.33,1.46,8.75,10.92,68.75,3.21
2021-01-23,3.60416666666667,247.5625,56.8541666666667,NA,99.3125,10.9875,15.2,5.8,0,9,5233,1.71985476781961,0.61,0.32,1.33,6.83,8.96,69.62,3.42
2021-01-24,3.57083333333333,269.916666666667,59.2083333333333,NA,108.75,12.5479166666667,16.7,7.5,0.1,4,2961,1.35089496791624,0.6,0.37,3.5,16.54,21.96,61.92,3.75
2021-01-25,3,213.063829787234,65.8125,NA,49.5208333333333,11.4479166666667,15.7,8.4,0,72,42320,1.70132325141777,0.61,0.43,5.17,22.21,29.92,52.54,3.58
2021-01-26,1.99583333333333,226.104166666667,79.7916666666667,NA,95.4583333333333,9.7125,13.1,6.2,0,87,40352,2.15602696272799,0.65,0.39,9.17,29.5,43.25,28.92,3.92
2021-01-27,2.18125,271.75,69.9583333333333,NA,121.875,9.80625,18,5.5,0,62,31891,1.94412216612837,0.85,0.45,34.17,38,90.12,13.25,4.25
2021-01-28,1.62916666666667,218.979166666667,82.9166666666667,NA,102.791666666667,11.875,20.4,7.5,0,58,32412,1.78946069357028,0.68,0.33,15,27.38,50.17,20.83,3.96
2021-01-29,1.95208333333333,251.166666666667,76.9791666666667,NA,106.958333333333,14.3208333333333,22.5,7.3,0,53,26273,2.01728009743843,0.61,0.25,4.58,12.83,19.83,47.04,3.42
2021-01-30,3.48541666666667,295.770833333333,64.8125,NA,100.708333333333,13.5208333333333,19.3,7.7,0,10,6679,1.4972301242701,0.6,0.21,1.08,4,5.88,77.21,3.04
2021-01-31,5.22083333333333,307.4375,54.1458333333333,NA,104.979166666667,13.8354166666667,18.1,8.5,0,11,7557,1.45560407569141,0.6,0.21,1.67,8.29,10.88,72.46,3.46
2021-02-01,3.80833333333333,290.75,52.8958333333333,NA,134.895833333333,15.7854166666667,20.7,8.7,0.1,73,33891,2.15396417928063,0.6,0.29,4.67,20.12,27.08,50,3.83
2021-02-02,2.3,251.270833333333,69.6041666666667,NA,131.229166666667,13.5354166666667,18.9,7.5,0,69,34482,2.00104402296851,0.64,0.3,13.17,31.83,51.58,28,3.96
2021-02-03,2.3875,209.020833333333,76.875,NA,104.729166666667,12.85,19.3,7.4,0,35,21137,1.65586412452098,0.69,0.33,24.62,29.71,67.21,31.83,3.96
2021-02-04,1.4,236.083333333333,84.6666666666667,NA,100.125,11.7458333333333,16.6,7.4,0,60,35333,1.69812922763422,0.6,0.26,5.38,29.92,37.88,39.88,3.71
2021-02-05,2.40208333333333,119.8125,81.2083333333333,NA,107.083333333333,13.0291666666667,16.5,10.7,0,44,22134,1.98789193096593,0.63,0.24,2.25,16.42,20.04,57.71,3.04
2021-02-06,3.17083333333333,181.0625,78.0208333333333,NA,96.2916666666667,14.15625,17,8.6,0,9,7127,1.26280342360039,0.6,0.23,1.71,9.17,11.62,58.38,3
2021-02-07,2.73333333333333,273.708333333333,68.125,NA,101.729166666667,10.475,13.7,4.9,0.6,5,3231,1.54750851129681,0.6,0.23,2.58,14,18.12,52.05,3.58
2021-02-08,1.96666666666667,281.604166666667,75.5208333333333,NA,50.2916666666667,9.58333333333333,14,4.9,1.6,64,29946,2.13718025779737,0.6,0.23,2.33,12.96,16.38,59.46,3.38
2021-02-09,3.04791666666667,248,76.125,NA,63.8333333333333,10.375,15.4,3.9,0.4,53,29668,1.78643656464878,0.6,0.22,1.88,9.17,12,72.04,3.17
2021-02-10,2.94583333333333,277.854166666667,62.2291666666667,NA,119.104166666667,11.7020833333333,15.8,7.2,0,46,25353,1.81438094111151,0.66,0.37,8.58,28.42,41.42,41.42,3.96
2021-02-11,2.50208333333333,275.875,70.6875,NA,149.708333333333,10.4854166666667,16.5,6.1,0,52,30348,1.71345722947146,0.75,0.45,24.38,38.75,75.92,21.17,4
2021-02-12,1.95208333333333,233.895833333333,79.2916666666667,NA,64.1666666666667,11.6104166666667,16.2,8.5,1.4,31,15133,2.04850327099716,0.6,0.36,3.79,13.38,19.17,43.5,3.71
2021-02-13,2.42916666666667,214.083333333333,84.0833333333333,NA,144.875,11.6104166666667,16.4,6.5,0.1,9,7141,1.26032768519815,0.6,0.35,1.96,13.38,16.04,63.21,3.29
2021-02-14,3.08125,126.020833333333,78.875,NA,17.8958333333333,9.4,12,7.8,0.9,12,8817,1.36100714528751,0.6,0.4,1.95,17.5,20.6,45.95,3.71
2021-02-15,1.51041666666667,283.729166666667,80.0625,NA,30.125,9.50416666666667,11.7,7.7,0.7,51,29454,1.73151354654716,0.63,0.4,2.46,13.29,17.12,72.54,3.42
2021-02-16,3.84166666666667,246.479166666667,84.9166666666667,NA,91.0208333333333,11.09375,14.2,5.2,0.2,43,26090,1.64814105021081,0.62,0.46,8.58,23.46,36.29,40.88,3.92
2021-02-17,2.6375,264.583333333333,85.8125,NA,153.083333333333,10.8208333333333,16.2,6.7,0,55,34220,1.6072472238457,0.63,0.49,7,20.75,31.42,54.62,3.67
2021-02-18,2.01458333333333,263.583333333333,86.5416666666667,NA,114.229166666667,10.2770833333333,15.7,6.4,0,49,28406,1.72498767865944,0.65,0.45,3.88,22.38,28.29,44.75,3.83
2021-02-19,2.13958333333333,265.520833333333,88,NA,111.458333333333,9.7125,14.3,5.3,0,53,30842,1.71843589909863,0.63,0.49,5,24.08,31.67,55.71,3.96
2021-02-20,1.73125,246.1875,84.9166666666667,NA,82.0625,10.2666666666667,15,6.7,0,7,4724,1.48179508890771,0.6,0.4,1.25,8.58,10.75,90.17,3.88
2021-02-21,5.78958333333333,77.0416666666667,79.1458333333333,NA,86.3333333333333,13.4333333333333,14.9,9.1,0,5,3026,1.65234633179114,0.6,0.39,9.29,37.71,51.75,45.29,3.96
2021-02-22,2.33541666666667,119.666666666667,90.7083333333333,NA,18.8125,13.1895833333333,15,11.4,14.6,41,23905,1.71512235933905,0.6,0.4,5.96,29.33,38.38,48.83,4
2021-02-23,2.0125,86.4791666666667,84.875,NA,135.145833333333,14.51875,18.8,12.2,0,50,26807,1.86518446674376,0.63,0.42,5.71,22.67,31.42,53.5,3.96
2021-02-24,1.39375,182.604166666667,85.1875,NA,165.666666666667,13.1979166666667,18.4,8.6,0,47,21220,2.21489161168709,0.6,0.4,3.25,17.46,22.21,53.29,3.75
2021-02-25,2.54791666666667,270.666666666667,83.875,NA,123.479166666667,11.9791666666667,16.7,7.5,0,59,34052,1.73264419123693,0.61,NA,4.08,26.58,32.67,39.96,3.92
2021-02-26,1.80416666666667,269.583333333333,83.2916666666667,NA,85.6875,11.7645833333333,16.5,7.3,0,50,25769,1.94031588342582,0.63,NA,4.12,16.96,23.08,41.71,3.96
2021-02-27,2.73125,258.229166666667,83,NA,161.791666666667,11.4333333333333,16.1,7.5,0,5,3610,1.38504155124654,0.6,NA,2.33,12.42,15.83,59.04,3.88
2021-02-28,3.01666666666667,164.0625,77.4791666666667,NA,179.854166666667,12.24375,15.9,8.9,0,4,3208,1.24688279301746,0.6,NA,3.58,21.71,27,70.33,3.92
2021-03-01,3.20625,82.4791666666667,73.1458333333333,NA,105.854166666667,13.3041666666667,15.3,12.2,0,53,26013,2.03744281705301,0.6,NA,3.33,24.08,29,72.96,3.92
2021-03-02,3.17083333333333,64.625,75.6666666666667,NA,66.9375,13.4333333333333,15.3,11.8,0,39,19244,2.02660569528165,0.6,NA,4,29.21,35.21,51.83,4
2021-03-03,1.86666666666667,226.604166666667,83.9166666666667,NA,119.708333333333,12.325,16.1,9.2,0,45,27575,1.63191296464189,0.6,NA,3.12,19.17,23.58,57.79,3.92
2021-03-04,1.72083333333333,264.3125,85.2083333333333,NA,128.458333333333,11.6541666666667,16.9,8.9,0,46,24218,1.89941365926171,0.61,NA,6,21.08,30.29,52.46,3.92
2021-03-05,1.88125,264.5,85.1875,NA,120.9375,10.8854166666667,15.5,7.3,0,35,22288,1.57035175879397,0.6,NA,3.92,21.5,27.33,45,4
2021-03-06,2.19583333333333,182.895833333333,78.4583333333333,NA,120.729166666667,11.8791666666667,14.6,9.4,0,4,2858,1.39958012596221,0.6,NA,1.96,16.08,18.88,60.75,4
2021-03-07,1.96041666666667,181.166666666667,82.625,NA,97.8333333333333,12.0375,14.5,9.7,1.4,4,2733,1.46359312111233,0.6,0.39,5.48,25.86,34.19,41.38,4
2021-03-08,1.69375,236.875,83.2083333333333,NA,59.9583333333333,11.5333333333333,13.4,9,0.8,56,29998,1.86679111940796,0.6,0.34,3.17,19.88,24.58,50.62,3.96
2021-03-09,2.67291666666667,257.666666666667,73.7708333333333,NA,179.208333333333,11.2041666666667,16.1,6.2,0,54,32239,1.67498991904215,0.6,0.28,2.88,14.17,18.46,70.83,4
2021-03-10,3.33125,274.104166666667,65.5416666666667,NA,212.729166666667,10.1729166666667,16,4.1,0,32,18708,1.71049818259568,0.66,0.37,14.62,29.17,51.12,53.27,3.15
2021-03-11,3.54583333333333,263.520833333333,77.2708333333333,NA,191.0625,11.0833333333333,16.8,5.5,0,47,21978,2.13850213850214,0.6,0.34,3.71,24,29.62,55.54,2.12
2021-03-12,2.15625,191.625,78.1041666666667,NA,104.729166666667,11.35,15.8,5.5,0,32,16500,1.93939393939394,0.6,0.33,3,13.04,17.62,59.96,2.29
2021-03-13,3.89583333333333,264.125,75.6458333333333,NA,219.583333333333,11.7604166666667,16.6,7,0,6,4429,1.35470760894107,0.6,0.3,1.92,11.96,14.83,67,2.17
2021-03-14,2.675,218.3125,69.9583333333333,NA,184.375,11.4958333333333,17,6.2,0,10,7627,1.3111315064901,0.6,0.32,3.38,15.79,20.79,74.12,2.25
2021-03-15,3.48958333333333,233.1875,65.8333333333333,NA,225.354166666667,12.3875,17.6,8,0.1,67,36207,1.85047090341647,0.6,0.36,5.38,21.58,29.79,63.54,2.38
2021-03-16,2.38958333333333,253.395833333333,73.4166666666667,NA,225.416666666667,11.3604166666667,17.3,5.8,0,54,28607,1.8876498759045,0.6,0.33,8.29,20.25,32.88,56.08,2.46
2021-03-17,2.59791666666667,237.583333333333,73.5,NA,180.375,11.7354166666667,19.2,6.2,0,38,18648,2.03775203775204,0.6,0.32,6.08,18.54,27.88,64.5,2.46
2021-03-18,3.34375,206.729166666667,74.3333333333333,NA,181.791666666667,10.75,16.4,5.6,4.4,38,20797,1.82718661345386,0.6,0.36,3.21,19.71,24.5,53.33,2
2021-03-19,1.79375,243.645833333333,85.9583333333333,NA,101.916666666667,7.47083333333333,12,4.7,1.7,38,15861,2.39581363091861,0.6,0.3,2.25,13.38,17,73.29,2.17
2021-03-20,3.63541666666667,219.875,54.0416666666667,NA,236.895833333333,8.83125,13.8,4.6,0,10,4378,2.28414801279123,0.6,0.33,2,12.58,15.67,71.33,2.92
2021-03-21,2.75,252.770833333333,61.4791666666667,NA,242.791666666667,9.44166666666666,15.8,3.5,0,7,7098,0.986193293885602,0.6,0.33,4.29,18.54,24.88,56.75,2.75
2021-03-22,2.5125,255.208333333333,66.1875,NA,225.3125,10.8833333333333,18,3.1,0,74,37666,1.96463654223969,0.6,0.38,4.75,18.71,25.83,58,2.42
2021-03-23,2.55416666666667,234.333333333333,74.2291666666667,NA,244.625,11.7125,17.3,6.5,0,69,41210,1.67435088570735,0.6,0.42,5.67,20.75,29.33,65.58,2.54
2021-03-24,3.42916666666667,255.5,78.2083333333333,NA,247.833333333333,11.6916666666667,18.6,6.6,0,47,25124,1.87072122273523,0.61,0.42,4.88,19.42,26.62,73,2.54
2021-03-25,2.38333333333333,246.270833333333,82.0833333333333,NA,225.666666666667,11.79375,17.6,6.6,0,61,34396,1.77346203046866,0.6,0.28,3.04,15,19.5,108.09,2.21
2021-03-26,2.55416666666667,239.208333333333,81.125,NA,163.125,13.2458333333333,17.8,10,0,39,21848,1.78506041742951,0.6,0.2,2.08,13.04,16.33,77.33,2.21
2021-03-27,1.61666666666667,183.020833333333,80.5208333333333,NA,170.979166666667,12.8770833333333,17.7,6.9,0,8,5655,1.41467727674624,0.6,0.2,2.22,11.39,14.61,67.3,2.7
2021-03-28,2.07708333333333,228.270833333333,77,NA,249.666666666667,12.0770833333333,18.3,6.6,0,5,3887,1.28633907898122,0.6,0.21,6,29.83,38.83,60.75,2.92
2021-03-29,2.39375,202.604166666667,63.4583333333333,NA,246.354166666667,12.5875,19.3,6.5,0,55,33794,1.62750784162869,0.6,0.21,6.71,32.25,42.08,56.17,3
2021-03-30,2.08125,202.958333333333,71.8125,NA,247.229166666667,12.7375,18.2,6.1,0,41,22080,1.85688405797101,0.6,0.21,5.62,24.12,32.83,59.67,2.88
2021-03-31,2.14166666666667,233.229166666667,71.1458333333333,NA,229.291666666667,12.0833333333333,19.9,5.8,0,45,25522,1.76318470339315,0.6,0.21,5.38,23.17,31.46,82.17,2.92
2021-04-01,2.44166666666667,225.083333333333,58.2708333333333,NA,230.9375,13.1458333333333,19.6,6.8,0,57,27637,2.06245250931722,0.6,0.2,1.71,15.42,17.96,91.71,2.96
2021-04-02,2.61458333333333,186.104166666667,57.7708333333333,NA,254.375,15.15625,19.9,9.2,0,3,2906,1.03234686854783,0.6,0.21,2.42,15.5,19.21,89.38,3
2021-04-03,2.58958333333333,225.104166666667,63.4166666666667,NA,249.979166666667,15.6854166666667,22.8,8.9,0,13,9897,1.31352935232899,0.6,0.2,1.38,9.04,11.33,83.04,2.75
2021-04-04,1.99791666666667,252.854166666667,73.5,NA,180.8125,13,19.3,7.4,0,10,8287,1.20670930372873,0.6,0.2,1.62,9.83,12.46,87.25,3.04
2021-04-05,3.70416666666667,250.979166666667,70.9583333333333,NA,256.9375,14.0833333333333,19.7,9.1,0,10,6602,1.51469251741896,0.6,0.23,2.29,12.75,16.29,80.12,2.62
2021-04-06,2.88125,220.166666666667,70.8125,NA,165.25,13.2020833333333,17.7,7.4,0.3,92,48625,1.89203084832905,0.6,0.2,2.67,16.08,20,72.75,2.67
2021-04-07,1.92291666666667,178.25,71.0416666666667,NA,179.833333333333,9.85625,14.5,4,0.4,55,32900,1.67173252279635,0.6,0.22,2.86,12.38,16.71,73.38,2.91
2021-04-08,3.275,249.645833333333,66.8958333333333,NA,274.895833333333,10.65,15.7,3.9,0,54,28310,1.90745319675026,0.6,0.27,2.67,18,22.12,77.75,3
2021-04-09,2.39583333333333,205.270833333333,75.8541666666667,NA,103.166666666667,11.5270833333333,15.2,6.7,0.3,57,35318,1.61390792230591,0.6,0.34,2.17,18.25,21.58,62,3
2021-04-10,1.49791666666667,303.8125,86.875,NA,31.6666666666667,11.44375,13.9,6.3,0.7,9,5786,1.55547874179053,0.6,0.32,1.92,12.83,15.67,62.38,3
2021-04-11,2.22708333333333,226.020833333333,89.7291666666667,NA,103.083333333333,12.8,17.1,6,1,6,4118,1.4570179698883,0.6,0.31,2.79,14.62,18.83,75.42,3
2021-04-12,2.60625,220,78.3541666666667,NA,233.604166666667,11.0854166666667,16.3,6,6.7,46,23098,1.99151441683263,0.6,0.34,3.38,17,22.17,68.33,3
2021-04-13,2.24166666666667,227.895833333333,76.4166666666667,NA,219.520833333333,11.88125,16.4,7.4,0,47,26355,1.78334281919939,0.6,0.35,3.17,18.54,23.38,70.25,3
2021-04-14,2.40208333333333,155,72.75,NA,198.375,11.8083333333333,15.3,6.9,0,34,23892,1.42307048384396,0.6,0.33,4.67,26.17,33.42,73.12,3.17
2021-04-15,2.6375,174.8125,63.0625,NA,245.729166666667,11.975,16.2,8,0,41,20686,1.98201682297206,0.6,0.3,3.33,18.92,24,82,3
2021-04-16,2.77291666666667,176.895833333333,63.125,NA,188.958333333333,11.5520833333333,15.9,7.3,3,50,29104,1.71797691039032,0.6,0.3,2.12,10.67,13.54,88.12,3
2021-04-17,2.46041666666667,246.770833333333,68.625,NA,235.75,10.3458333333333,16.1,5.4,0,12,8637,1.38937130948246,0.6,0.3,1.42,7.17,9.42,91.92,3
2021-04-18,3.2875,256.458333333333,60.8958333333333,NA,297.895833333333,11.2666666666667,17.4,5.9,0,7,2532,2.76461295418641,0.6,0.4,4.33,20.08,26.5,80.96,3.04
2021-04-19,2.70833333333333,174.770833333333,76.1666666666667,NA,259.854166666667,12.5229166666667,17.6,7,0,83,37321,2.22394898314622,0.64,0.43,4.08,22.46,28.62,89.67,3.04
2021-04-20,2.5875,176,80.1041666666667,NA,176.854166666667,14.0520833333333,17.8,10.1,0,56,33822,1.65572704157058,0.6,0.41,3.25,22.83,27.58,93.42,3
2021-04-21,2.38125,80.8958333333333,84.5416666666667,NA,118.770833333333,12.99375,15,9.1,3.8,59,34790,1.69588962345502,0.6,0.43,3.12,18.5,23.25,89.54,3
2021-04-22,2.59791666666667,183,79.3541666666667,NA,199.666666666667,12.3541666666667,17.7,8.6,0,43,23404,1.83729277046659,0.61,0.45,7.71,22.17,34.04,77,3.08
2021-04-23,2.3,206.229166666667,72.3333333333333,NA,307.291666666667,13.0041666666667,19.4,7.2,0,30,20114,1.49149845878493,0.6,0.4,2.08,14.08,17.12,96.83,3.17
2021-04-24,2.11875,232.333333333333,73.1875,NA,285.041666666667,14.0104166666667,20.2,7.7,0,10,6403,1.5617679212869,0.6,0.42,1.67,10.29,12.75,101.17,3.25
2021-04-25,3.10416666666667,157.166666666667,64.375,NA,229.1875,15.5666666666667,20.2,9,0.2,8,6837,1.1701038467164,0.6,0.43,2.38,18.67,22.21,92.88,3.04
2021-04-26,2.20416666666667,195.6875,68.6875,NA,75.7916666666667,14.9041666666667,19,11.7,3.8,80,36258,2.20640961994594,0.6,0.47,4.38,14.75,21.62,78.58,3.04
2021-04-27,1.8125,237.6875,80.375,NA,172.8125,14.3583333333333,19.2,10.6,0,54,31534,1.71243736918881,0.6,0.46,1.88,12,14.62,90.17,3.17
2021-04-28,1.26041666666667,185.833333333333,84.2916666666667,NA,181.291666666667,15.3604166666667,20.7,11.7,0,42,23369,1.79725277076469,0.61,0.5,4.21,20.67,27.21,69.46,3
2021-04-29,2.45416666666667,103.395833333333,84.5,NA,217.479166666667,16.35625,19.8,13.5,0,39,21847,1.78514212477686,0.6,0.29,4.75,20.62,27.92,64.67,3.12
2021-04-30,2.10625,143.416666666667,83.625,NA,158.125,15.76875,20.8,11.3,0,49,21246,2.3063164831027,0.6,0.21,1.46,8.17,10.46,78.04,3
2021-05-01,2.40208333333333,242.958333333333,82.25,NA,160.104166666667,14.4770833333333,18.9,11.7,23.3,12,7988,1.50225338007011,0.6,0.25,1.58,10.12,12.42,79.83,3
2021-05-02,2.4375,182.4375,75.1666666666667,NA,186.604166666667,12.6479166666667,15.7,8,0,2,1303,1.53491941673062,0.6,0.21,3.12,14,18.71,79.5,3.17
2021-05-03,2.3875,217.645833333333,69.9583333333333,NA,303.895833333333,13.0583333333333,19.1,7.5,0,89,41380,2.15079748670855,0.68,0.24,4.96,17.5,24.96,83.71,3.46
2021-05-04,3.38958333333333,241.75,69.2083333333333,NA,306.604166666667,14.0145833333333,19.8,8.4,0,43,25665,1.67543346970583,0.6,0.27,3.62,16.71,22.38,76.54,3.17
2021-05-05,2.31875,198.25,79.6666666666667,NA,317.25,16.3666666666667,22.2,8.7,0,43,24727,1.7389897682695,0.6,0.24,2.29,11.38,14.96,82.25,3
2021-05-06,3.77916666666667,238.25,81.2916666666667,NA,289.479166666667,16.6604166666667,20.6,11.7,0,42,24280,1.72981878088962,0.6,0.2,5.04,19.67,27.33,62.12,3
2021-05-07,2.29583333333333,179.333333333333,82.5625,NA,261.104166666667,16.4625,21.4,11,0,27,15381,1.75541252194266,0.6,0.24,1.58,9.58,12.12,76.79,3
2021-05-08,2.90208333333333,252.25,76.8541666666667,NA,320.708333333333,17.8104166666667,23.1,11.7,0,8,4880,1.63934426229508,0.6,0.3,1.75,10.5,13.12,77.25,3
2021-05-09,2.40625,178.625,82.5416666666667,NA,220.291666666667,17.1916666666667,21.6,10.6,0.9,6,3169,1.89334174818555,0.6,0.3,8.67,16.38,29.67,58.64,2.68
2021-05-10,2.47916666666667,250.145833333333,84.125,NA,171.291666666667,16.7666666666667,21.5,12.8,3.9,42,22105,1.9000226193169,0.6,0.32,2.45,11.55,15.32,78.17,2.54
2021-05-11,3.17083333333333,243.229166666667,67.0625,NA,285.791666666667,15.1916666666667,23.2,8.8,0,30,19193,1.56306986922315,0.6,0.45,3,14.79,19.17,70.96,3.04
2021-05-12,4.07083333333333,230.291666666667,66.2083333333333,NA,276.166666666667,16.0729166666667,21.8,9.1,0,35,19446,1.79985601151908,0.6,0.48,2.25,11.79,15.25,79.12,3.12
2021-05-13,4.21875,237.333333333333,62.5625,NA,314.041666666667,17.0041666666667,21.7,11.7,2.5,41,21912,1.87112084702446,0.6,0.47,2.79,11.83,16.12,67.25,3.04
2021-05-14,3.11875,195.979166666667,75.2083333333333,NA,240.020833333333,16.0645833333333,21.8,10.7,0.1,35,18609,1.88081036057821,0.6,0.52,2.96,15.62,20.33,71.71,3.04
2021-05-15,3.57083333333333,221.708333333333,74.1875,NA,274.145833333333,17.2083333333333,22.8,9.3,0,6,2678,2.24047796863331,0.6,0.51,2,12.33,15.38,61.08,3.08
2021-05-16,2.88125,162.916666666667,71.3958333333333,NA,194.104166666667,18.7666666666667,27.2,12.1,0,1,579,1.72711571675302,0.6,0.38,1.83,7.71,10.46,71.42,3
2021-05-17,3.67708333333333,185.145833333333,76.0416666666667,NA,283.5,17.1125,20.8,13.4,0,70,28963,2.41687670476125,0.6,0.24,2.5,11.79,15.42,64.21,3
2021-05-18,3.89375,172.833333333333,83.5625,NA,232.6875,17.2875,21,13.1,0,46,20985,2.19204193471527,0.6,0.27,1.83,9.46,12.12,66.12,3
